eprtr_facility_id,eprtr_facility_name,eprtr_country,eprtr_activity,activity_label,eta,substitutable_TJ,heat_demand_TJ,note,routing_mode
IT.CAED/101562001.FACILITY,Sito Basse di Stura,Italy,5(d),Landfill / other waste,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001211.ProductionFacility,"Metsä Board Oyj, Metsä Board Kyro Board",Finland,6(b),Wood products / panels,,,,no LCP data,
DK.CAED/000107279.FACILITY,Envases,Denmark,9(c),Tanning / other,,,,no LCP data,
ES.CAED/002762000.FACILITY,SAICA PAPER EL BURGO DE EBRO,Spain,6(b),Wood products / panels,1.0,5113.28,3638.1,,tech_split
https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/6856,MVR Müllverwertung Rugenberger Damm GmbH ,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
IT.CAED/360452001.FACILITY,STABILIMENTO DI LONIGO,Italy,3(e),Mineral fibres,,,,no LCP data,
ES.CAED/002586000.FACILITY,CEMEX ESPAÑA-ALICANTE (CEMENTO BLANCO),Spain,3(c)(i),Glass,,,,no LCP data,
DK.CAED/000098597.FACILITY,Lyngvej Centralen,Denmark,1(c),EXCLUDE — power stations,0.0,6.0,0.0,,tech_split
HU.OKIR/100423302.FACILITY,Isd Dunaferr Zrt.,Hungary,2(a),Metal ore roasting/sintering,1.0,1935.9,1645.52,,fuel_routing
NO.EEA/192328.FACILITY,Elkem Thamshavn,Norway,2(e)(i),Non-ferrous (primary),,,,no LCP data,
FI.EEA/1148.FACILITY,"FNsteel Oy Ab:n konkurssipesä, Koverharin terästehdas",Finland,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
ES.CAED/008153000.FACILITY,CENTRAL TERMICA DE CICLE COMBINAT (PORT DE BARCELONA),Spain,1(c),EXCLUDE — power stations,0.0,8676.32,0.0,,tech_split
CZ.MZP.T804/CZ80742253.FACILITY,KOTOUČ ŠTRAMBERK,Czechia,3(c)(iii),Glass,,,,no LCP data,
AT.CAED/9008390404355.FACILITY,Norske Skog Bruck GmbH,Austria,6(b),Wood products / panels,1.0,117.6,83.67,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-362028-800-0009877,RWE Power AG Veredlungsstandort Knapsacker Hügel,Germany,1(f),unmapped,,,,activity not in config,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002234.ProductionFacility,"Metsä Fibre Oy, Äänekosken sellutehdas",Finland,6(a),Pulp & paper,1.0,568.3,484.19,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001856.ProductionFacility,"PVO-Lämpövoima Oy, Tahkoluodon voimalaitos",Finland,1(c),EXCLUDE — power stations,0.0,254.9,0.0,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100183092.ProductionFacility,"Rauman Biovoima Oy, Rauman voimalaitos",Finland,1(c),EXCLUDE — power stations,0.0,2653.25,0.0,,tech_split
IT.CAED/251342001.FACILITY,ALFA ACCIAI SPA,Italy,2(a),Metal ore roasting/sintering,,,,no LCP data,
https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK77066306.NRZ.FACILITY,"TEPLÁREŇ Považská Bystrica, s.r.o.",Slovakia,1(c),EXCLUDE — power stations,0.0,2196.09,0.0,,tech_split
SE.CAED/10017446.Facility,Nymölla bruk,Sweden,6(a),Pulp & paper,1.0,124.56,106.13,,tech_split
FR.CAED/7659.FACILITY,ELECTRICITE DE FRANCE,France,1(c),EXCLUDE — power stations,0.0,6532.02,0.0,,tech_split
PL.MŚ/000000368.FACILITY,"Energetyka sp. z o.o. w Lubinie, Elektrociepłownia E-1 Lubin",Poland,1(c),EXCLUDE — power stations,0.0,1486.0,0.0,,tech_split
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00962,"Südzucker AG, Werk Ochsenfurt",Germany,8(b)(ii),Sugar production,,,,no LCP data,
HU.OKIR/100312660.FACILITY,Győr-Szol Zrt.,Hungary,1(c),EXCLUDE — power stations,0.0,337.55,0.0,,tech_split
FR.CAED/11114.FACILITY,COVALYS,France,5(b),Municipal waste incineration (WtE),,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001291.ProductionFacility,"UPM Communication Papers Oy, Kaipolan tehdas",Finland,6(b),Wood products / panels,,,,no LCP data,
NL.RIVM/000023301.FACILITY,Tata Steel IJmuiden BV,Netherlands,2(b),Iron & Steel (BF/BOF),0.85,39.88,27.12,,fuel_routing
ES.CAED/005649000.FACILITY,AIR LIQUIDE IBERICA DE GASES S.L.U.,Spain,4(b)(i),Basic inorganic chemicals / fertiliser,,,,no LCP data,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00222,"Basell Polyolefine GmbH, Standort Münchsmünster",Germany,4(a),Basic organic chemicals / olefins,1.0,344.94,251.81,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-978024-900-0877505,Aurubis AG,Germany,2(e)(i),Non-ferrous (primary),,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0031758,Stadtwerke Duisburg AG,Germany,1(c),EXCLUDE — power stations,0.0,605.35,0.0,,tech_split
IT.CAED/301761001.FACILITY,CENTRALE TERMOELETTRICA DI MARGHERA LEVANTE,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
NL.EEA/24007.FACILITY,Nuon Power Generation BV Purmerend WKC,Netherlands,1(c),EXCLUDE — power stations,,,,no LCP data,
EL.CAED/100082.FACILITY,ELPEDISON S.A. -THESSALONIKI POWER PLANT,Greece,1(c),EXCLUDE — power stations,0.0,10326.78,0.0,,tech_split
UK.CAED/EW_EA-1787.FACILITY,Stoke EfW Facility,United Kingdom,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-962024-900-0235202,AMK Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
EL.CAED/100074.FACILITY,HEIDELBERG MATERIALS HELLAS S.A.,Greece,3(c)(i),Glass,0.95,383.06,195.78,,tech_split
SE.CAED/10014660.Facility,SSAB EMEA AB Oxelösund,Sweden,2(b),Iron & Steel (BF/BOF),0.85,247.68,178.95,,fuel_routing
UK.CAED/BEISOffsh-Global-Producer-III.FACILITY,Global Producer III FPSO,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
HU.OKIR/100327538.FACILITY,MVM Mátra Energia Zrt.,Hungary,1(c),EXCLUDE — power stations,0.0,60239.49,0.0,,tech_split
NL.RIVM/000010928.FACILITY,Aluminium & Chemie Rotterdam B.V.,Netherlands,2(e)(ii),Non-ferrous (primary),,,,no LCP data,
ES.CAED/000141000.FACILITY,HOLCIM ESPAÑA SAU,Spain,3(c)(i),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100850,envia THERM Kraftwerk Bitterfeld ,Germany,1(c),EXCLUDE — power stations,0.0,3012.14,0.0,,tech_split
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100575,"Dow Olefinverbund GmbH, Werk Schkopau ",Germany,4(a)(viii),Basic organic chemicals / olefins,1.0,1216.4,887.97,,tech_split
https://registry.gdi-de.org/id/de.sh/50079832,EEW Energy from Waste Stapelfeld GmbH ,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-354012-300-9001747,MVA Weisweiler GmbH & Co. KG,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
CZ.MZP.S206/CZ41646031.FACILITY,Rafinérie Kralupy nad Vltavou,Czechia,1(a),Petroleum refineries,1.0,6429.73,4966.97,,tech_split
SE.CAED/10020777.Facility,"Navirum Energi AB, Åbyverket",Sweden,1(c),EXCLUDE — power stations,0.0,488.52,0.0,,tech_split
RO.CAED/101GL0001.FACILITY,SC ELECTROCENTRALE SA GALATI,Romania,1(c),EXCLUDE — power stations,,,,no LCP data,
NO.EEA/1424.0004.01.FACILITY,"Hydro Aluminium, Årdal Metallverk",Norway,2(e)(i),Non-ferrous (primary),,,,no LCP data,
BE.EEA/14827.FACILITY,E.ON GENERATION BELGIUM,Belgium,1(c),EXCLUDE — power stations,0.0,247.61,0.0,,tech_split
FR.CAED/4111.FACILITY,OREADE SAS,France,5(b),Municipal waste incineration (WtE),,,,no LCP data,
PT.CAED/PT.APA05771122.CI,"RESPOL, Resinas, S.A. (CI)",Portugal,4(a)(viii),Basic organic chemicals / olefins,,,,no LCP data,
FR.CAED/6343.FACILITY,TOTALENERGIES PETROCHEMICALS FRANCE,France,4(a)(viii),Basic organic chemicals / olefins,1.0,1318.47,962.48,,tech_split
RO.EEA/RO7BV_43.FACILITY,SC NITROPOROS SRL,Romania,4(c),"Other chemicals (P, N, agro)",,,,no LCP data,
IE.CAED/P0266.FACILITY,Irving Oil Whitegate Refinery Limited,Ireland,1(a),Petroleum refineries,1.0,15285.28,11807.88,,tech_split
ES.CAED/003896000.FACILITY,ECOCARBURANTES ESPAÑOLES,Spain,4(a)(i),Basic organic chemicals / olefins,,,,no LCP data,
IT.CAED/751002001.FACILITY,Italcementi di  Matera,Italy,3(c),Glass,,,,no LCP data,
UK.CAED/EW_EA-2330.FACILITY,Tilbury Power Station EPR/EP3433LZ,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100674,"Pfeifer & Langen GmbH & Co. KG, Werk Könnern ",Germany,8(b)(ii),Sugar production,1.0,1686.93,1138.67,,tech_split
FR.CAED/13581.FACILITY,O-I FRANCE SAS,France,3(e),Mineral fibres,,,,no LCP data,
NL.EEA/44005.FACILITY,Essent Energie Productie BV (Dongecentrale),Netherlands,1(c),EXCLUDE — power stations,,,,no LCP data,
PL.MŚ/000004579.FACILITY,Zakład Unieszkodliwiania Odpadów Sp. z o.o.,Poland,5(b),Municipal waste incineration (WtE),,,,no LCP data,
NL.RIVM/000000060.FACILITY,Sappi Maastricht BV,Netherlands,6(b),Wood products / panels,1.0,2115.6,1505.25,,tech_split
NL.RIVM/000203228.FACILITY,RWE Eemshaven Magnum B.V.,Netherlands,1(c),EXCLUDE — power stations,0.0,3528.58,0.0,,tech_split
NL.RIVM/000054001.FACILITY,EPZ NV (Conventional Operations),Netherlands,1(c),EXCLUDE — power stations,,,,no LCP data,
RO.CAED/101VL0001.FACILITY,SC CET GOVORA SA,Romania,1(c),EXCLUDE — power stations,0.0,6905.07,0.0,,tech_split
UK.CAED/EW_EA-2390.FACILITY,Snodland Paper Mill CHP EPR/BJ7506IM,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-170044-100-0431554,Kraftwerk Voerde beschränkt haftende oHG Kraftwerk Voerde Blöcke A und B,Germany,1(c),EXCLUDE — power stations,0.0,8832.69,0.0,,tech_split
AT.EEA/20000.00397.FACILITY,Mitteldichte Faserplatten Hallein GmbH&Co KG,Austria,6(b),Wood products / panels,,,,no LCP data,
DK.CAED/000105331.FACILITY,NLMK DanSteel A/S,Denmark,2(c)(i),"Hot/cold rolling, coating",,,,no LCP data,
SE.CAED/10017067.Facility,Södra Cell Mörrum,Sweden,6(a),Pulp & paper,1.0,22.32,19.02,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-366044-300-0079450,Smurfit Westrock Zülpich Paper GmbH,Germany,6(b),Wood products / panels,1.0,1366.8,972.48,,tech_split
LT.CAED/153009143.FACILITY,"AB ""Akmenės cementas""",Lithuania,3(c)(ii),Glass,,,,no LCP data,
UK.CAED/EW_EA-6278.FACILITY,Leeds Generating Station Complex,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-170044-100-0853075,Gemeinschaftskraftwerk West GbR der STEAG GmbH STEAG Kraftwerk West,Germany,1(c),EXCLUDE — power stations,0.0,2399.67,0.0,,tech_split
PT.CAED/PT.APA07272643.CI,Central Termoelétrica a Biomassa (CI),Portugal,1(c),EXCLUDE — power stations,0.0,94.86,0.0,,tech_split
NL.RIVM/000104003.FACILITY,Delesto B.V.,Netherlands,1(c),EXCLUDE — power stations,0.0,5679.64,0.0,,tech_split
UK.CAED/EW_EA-1567.FACILITY,Ince Fertiliser Manufacturing Site EPR/JP3837KT,United Kingdom,4(c),"Other chemicals (P, N, agro)",,,,no LCP data,
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020389,LEIPA Georg Leinfelder Werk Schwedt Süd,Germany,6(b),Wood products / panels,1.0,866.57,616.56,,tech_split
https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-7024258-00000000,EEW MHKW Göppingen ,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
UK.CAED/EW_EA-1139.FACILITY,Glanford Power Station EPR/UP3232SX,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
PL.MŚ/000000584.FACILITY,Tłocznia Gazu Zambrów,Poland,1(c),EXCLUDE — power stations,,,,no LCP data,
CH.CAED/000000305.Facility,Deponie Tännlimoos,Switzerland,5(d),Landfill / other waste,,,,no LCP data,
PL.MŚ/000000033.FACILITY,Elektrociepłownia Gdyńska,Poland,1(c),EXCLUDE — power stations,0.0,11930.06,0.0,,tech_split
https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/7046,AVG Abfall-Verwertungs-Gesellschaft mbH SAV und CPA,Germany,5(a),Hazardous waste disposal,1.0,10054.2,8283.17,,fuel_routing
FR.CAED/9545.FACILITY,HOLCIM HAUT RHIN,France,3(c)(i),Glass,,,,no LCP data,
PL.MŚ/000000127.FACILITY,Zakład Wytwarzania Blachownia,Poland,1(c),EXCLUDE — power stations,0.0,486.6,0.0,,tech_split
BG.CAED/014000008.FACILITY,Maritsa 3 power station ,Bulgaria,1(c),EXCLUDE — power stations,0.0,809.0,0.0,,tech_split
ES.CAED/002580000.FACILITY,"CIMSA CEMENTOS ESPAÑA, SAU",Spain,3(c)(i),Glass,,,,no LCP data,
IT.EEA/2007000603.FACILITY,STABILIMENTO DI PORTOVESME,Italy,2(e),Non-ferrous (primary),0.9,6528.38,4878.15,,fuel_routing
CZ.MZP.T806/CZ95150686.FACILITY,Liberty Ostrava a.s.,Czechia,2(b),Iron & Steel (BF/BOF),0.85,4960.37,3499.11,,fuel_routing
UK.CAED/EW_EA-17122.FACILITY,Mucking Generation Plant EPR/TP3538UB,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002677.ProductionFacility,"Metsä Fibre Oy, Energiantuotanto",Finland,1(c),EXCLUDE — power stations,0.0,831.3,0.0,,tech_split
NL.RIVM/000202825.FACILITY,Eneco Lage Weide,Netherlands,1(c),EXCLUDE — power stations,0.0,3950.22,0.0,,tech_split
SE.CAED/10013884.Facility,JORDBRO KRAFTVÄRMEVERK,Sweden,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/EW_EA-1609.FACILITY,Cotesbach Landfill EPR/BK1449IK,United Kingdom,5(d),Landfill / other waste,,,,no LCP data,
DK.CAED/000105658.FACILITY,Fjernvarme Fyn Affaldsenergi,Denmark,5(b),Municipal waste incineration (WtE),1.0,3349.5,2767.76,,fuel_routing
PL.MŚ/000002308.FACILITY,Zakłady Wapiennicze Lhoist S.A. Jednostka Produkcyjna w Górażdżach-Zakład Nowy,Poland,3(c),Glass,,,,no LCP data,
IT.CAED/120372006.FACILITY,Sedamyl Spa,Italy,8(b),Sugar production,,,,no LCP data,
https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-80920445-00000000,Palm Power GmbH Co. KG ,Germany,1(c),EXCLUDE — power stations,0.0,3802.3,0.0,,tech_split
ES.CAED/007193000.FACILITY,CTCC SOTO DE RIBERA,Spain,1(c),EXCLUDE — power stations,0.0,9752.93,0.0,,tech_split
UK.CAED/EW_EA-2314.FACILITY,Rugeley Ash Storage Lagoons EPR/JP3139SG,United Kingdom,5(d),Landfill / other waste,,,,no LCP data,
UK.CAED/EW_EA-822.FACILITY,MUCKING LANDFILL,United Kingdom,5(d),Landfill / other waste,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000011179.ProductionFacility,"Sappi Finland Operations Oy, Kirkniemen voimalaitos",Finland,1(c),EXCLUDE — power stations,0.0,254.1,0.0,,tech_split
SE.CAED/10016819.Facility,Kalkproduktion Storugns AB,Sweden,3(c)(iii),Glass,,,,no LCP data,
UK.CAED/EW_EA-17768.FACILITY,Ferrybridge Multifuel Plant 2 EPR/XP3833DK,United Kingdom,5(b),Municipal waste incineration (WtE),1.0,7911.0,6491.55,,fuel_routing
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-378004-300-0261171,Zanders Paper GmbH ,Germany,5(g),Waste — other,1.0,992.6,843.71,,fuel_routing
BE.WA/033010000.FACILITY,CARRIERES ET FOURS A CHAUX DUMONT WAUTIER,Belgium,3(c)(iii),Glass,,,,no LCP data,
BG.CAED/003000003.FACILITY,Varna power station,Bulgaria,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23024012,Sonae Arauco Beeskow GmbH,Germany,6(b),Wood products / panels,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002591.ProductionFacility,"Stora Enso Anjalankoski Oy, Anjalankosken tehtaat",Finland,6(b),Wood products / panels,1.0,72.2,51.37,,tech_split
https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/4383,Nynas GmbH & Co. KG Raffinerie Harburg,Germany,1(a),Petroleum refineries,,,,no LCP data,
FR.EEA/074.05212.FACILITY,SMURFIT Kappa Papier Recyclé France Papeterie de la Seine,France,6(b),Wood products / panels,,,,no LCP data,
https://registry.gdi-de.org/id/de.ni.mu/10285139970,Felix Schoeller GmbH & Co. KG ,Germany,6(b),Wood products / panels,,,,no LCP data,
DK.CAED/000105124.FACILITY,TOTAL E&P Danmark A/S - Halfdan B,Denmark,1(c),EXCLUDE — power stations,,,,no LCP data,
DK.CAED/000068265.FACILITY,SILKEBORG VARME A/S,Denmark,1(c),EXCLUDE — power stations,0.0,355.3,0.0,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-566028-500-0338944,RWE Generation SE Kraftwerk Ibbenbüren,Germany,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/005591000.FACILITY,"HYDRO ALUMINIUM IBERIA, S.A.U.",Spain,2(e)(ii),Non-ferrous (primary),,,,no LCP data,
UK.CAED/EW_EA-5702.FACILITY,Killingholme Power Station EPR/VP3933RJ,United Kingdom,1(c),EXCLUDE — power stations,0.0,780.0,0.0,,tech_split
https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/5001005,Palm Power GmbH & Co. KG,Germany,1(c),EXCLUDE — power stations,0.0,1955.88,0.0,,tech_split
PL.EEA/12S002348.FACILITY,"ISD HUTA CZĘSTOCHOWA Sp. z o.o., Zakład Stalownia",Poland,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
IT.CAED/660503069.FACILITY,Pilkington Italia S.p.A.,Italy,3(e),Mineral fibres,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001170.ProductionFacility,"Helen Oy, Salmisaaren voimalaitokset",Finland,1(c),EXCLUDE — power stations,0.0,1.88,0.0,,tech_split
https://registry.gdi-de.org/id/de.sn.sax4inspire.pf/70015796,Kraftwerk Boxberg ,Germany,1(c),EXCLUDE — power stations,0.0,73832.93,0.0,,tech_split
ES.CAED/003070000.FACILITY,PAPELERA DE SARRIA (FÀBRICA DE PAPER),Spain,6(b),Wood products / panels,,,,no LCP data,
RO.CAED/106BH0001.FACILITY,HOLCIM  (Romania) SA - Ciment Alesd,Romania,3(c)(i),Glass,,,,no LCP data,
SE.CAED/10022299.Facility,"SCA Massa, Östrands massafabrik",Sweden,6(a),Pulp & paper,1.0,290.16,247.22,,tech_split
FR.CAED/6045.FACILITY,ARCELORMITTAL FRANCE,France,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
UK.CAED/BEISOffsh-Claymore.FACILITY,Claymore Alpha,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/12273,ADM Hamburg Aktiengesellschaft Werk Hamburg,Germany,4(a)(ii),Basic organic chemicals / olefins,1.0,7567.95,5524.6,,tech_split
ES.CAED/006017000.FACILITY,IBERDROLA GENERACIÓN TÉRMICA S.L. (ACECA 3),Spain,1(c),EXCLUDE — power stations,0.0,4942.5,0.0,,tech_split
UK.CAED/EW_EA-6934.FACILITY,Hindlow Quarry Lime Works,United Kingdom,3(c),Glass,,,,no LCP data,
SE.CAED/10020999.Facility,"Billerud Skog & Industri AB, Frövi",Sweden,6(a),Pulp & paper,1.0,113.76,96.92,,tech_split
ES.CAED/005889000.FACILITY,"EDERFIL, S.COOP. (EDERFIL S.COOP.)",Spain,9(c),Tanning / other,,,,no LCP data,
PL.MŚ/000002010.FACILITY,TANNE SP. Z O.O. UL DUBOWO I 60,Poland,6(b),Wood products / panels,,,,no LCP data,
https://registry.gdi-de.org/id/de.ni.mu/04041505980,Steinbeis Energie Papenburg GmbH,Germany,5(a),Hazardous waste disposal,,,,no LCP data,
ES.CAED/005694000.FACILITY,RITRAMA,Spain,9(c),Tanning / other,,,,no LCP data,
FR.CAED/5635.FACILITY,SUEZ RR IWS CHEMICALS FRANCE,France,5(a),Hazardous waste disposal,1.0,871.4,740.69,,fuel_routing
https://registry.gdi-de.org/id/de.th/5bf25e39-19d5-4254-adac-63f1b1cec499/77012792,"Dyckerhoff GmbH, Werk Deuna ",Germany,3(c)(i),Glass,,,,no LCP data,
UK.CAED/NRW170312.FACILITY,Severn Power Station,United Kingdom,1(c),EXCLUDE — power stations,0.0,14349.69,0.0,,tech_split
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/30000163,InfraServ GmbH & Co. Höchst KG ,Germany,1(c),EXCLUDE — power stations,0.0,629.0,0.0,,tech_split
UK.SEPA/200001997.Facility,Steven's Croft Power Station,United Kingdom,5(b),Municipal waste incineration (WtE),,,,no LCP data,
UK.CAED/EW_EA-2401.FACILITY,Seabank Power Station EPR/BV3006IN,United Kingdom,1(c),EXCLUDE — power stations,0.0,22310.0,0.0,,tech_split
ES.CAED/007775000.FACILITY,UFICSA,Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
IT.CAED/370602007.FACILITY,STABILIMENTO DI GAZZO VERONESE,Italy,3(e),Mineral fibres,,,,no LCP data,
CZ.MZP.A100/CZ26416675.FACILITY,Spalovna Malešice,Czechia,5(b),Municipal waste incineration (WtE),,,,no LCP data,
CZ.MZP.T803/CZ26269297.FACILITY,Elektrárna Dětmarovice,Czechia,1(c),EXCLUDE — power stations,0.0,12867.29,0.0,,tech_split
GB.EEA/EW_EA-2318.FACILITY,"Rwe Npower Plc, Didcot A Power Station",United Kingdom,1(c),EXCLUDE — power stations,0.0,28000.0,0.0,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001406.ProductionFacility,"MM Kotkamills Boards Oy, Kotkan tehtaat",Finland,6(a),Pulp & paper,1.0,1740.0,1482.48,,tech_split
DE.EEA/16873.FACILITY,"Südzucker AG Mannheim / Ochsenfurt, Werk Zeitz",Germany,8(b)(ii),Sugar production,1.0,3610.28,2436.94,,tech_split
IT.CAED/380602001.FACILITY,CARTIERE VILLA LAGARINA SPA,Italy,6(b),Wood products / panels,,,,no LCP data,
UK.CAED/BEISOffsh-LOGGS-Complex.FACILITY,LOGGS Complex,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/003518000.FACILITY,CENTRAL TERMICA DE SABON (CTCC SABON),Spain,1(c),EXCLUDE — power stations,0.0,5762.2,0.0,,tech_split
IT.CAED/801461001.FACILITY,CENTRALE NAPOLI LEVANTE,Italy,1(c),EXCLUDE — power stations,0.0,4824.34,0.0,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000017269.ProductionFacility,"Nordkalk Oy Ab, LOUHI",Finland,3(c)(ii),Glass,,,,no LCP data,
GB.EEA/EW_EA-7571.FACILITY,"Uk Coal Mining Ltd, Steadsburn Quarry",United Kingdom,3(a),Cement clinker,,,,no LCP data,
DK.CAED/000105110.FACILITY,TOTAL E&P Danmark A/S - Gorm,Denmark,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-362024-800-0197054,RWE Power AG-Fabrik Frechen,Germany,1(f),unmapped,,,,activity not in config,
HU.OKIR/100308168.FACILITY,MOL Nyrt.,Hungary,3(a),Cement clinker,,,,no LCP data,
NL.RIVM/000114744.FACILITY,Elsta P&U,Netherlands,1(c),EXCLUDE — power stations,0.0,33428.32,0.0,,tech_split
UK.LAED/E100_165.FACILITY,Guardian Industries UK Ltd,United Kingdom,3(e),Mineral fibres,,,,no LCP data,
IT.CAED/380722001.FACILITY,Italcementi di Madruzzo,Italy,3(c),Glass,,,,no LCP data,
UK.CAED/P0054_04A.FACILITY,Gortmullan Cement Works,United Kingdom,3(c)(i),Glass,,,,no LCP data,
NL.RIVM/000044009.FACILITY,BV Afvalverbranding Zuid Nederland (AZN),Netherlands,5(b),Municipal waste incineration (WtE),,,,no LCP data,
UK.CAED/EW_EA-8.FACILITY,Arpley Landfill,United Kingdom,5(d),Landfill / other waste,,,,no LCP data,
ES.CAED/003769000.FACILITY,"PENINSULAR COGENERACIÓN, S.A.",Spain,1(c),EXCLUDE — power stations,0.0,1499.0,0.0,,tech_split
ES.CAED/010852000.FACILITY,PLANTA BIOMASA DE 50 MWE,Spain,1(c),EXCLUDE — power stations,0.0,0.81,0.0,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-170044-100-0382786,TRIMET Aluminium SE Niederlassung Voerde,Germany,2(e)(i),Non-ferrous (primary),,,,no LCP data,
